text,label,scenario_type,channel,speaker_role_pattern,fraud_stage,has_code_request,has_money_transfer_request,has_urgency,has_threat,has_authority_impersonation,has_sensitive_data_request,has_remote_access_request,victim_confused_or_resisting,risk_markers_count
Приставы предупреждают Арест имущества через 48 часов Оплатите долг 1000,fraud,government_or_police,call,dialogue,pressure,0,1,1,1,1,0,0,0,4
Ваш счет будет заморожен через час Предотвратите блокировку сообщив код,fraud,generic_fraud,sms,single_message,unknown,0,0,0,0,0,0,0,0,0
"Оператор - Добрый день
Клиент - Да
Оператор - Мы подтверждаем запись на собеседование
Оператор - Встреча завтра в 11:00 по адресу офиса",normal,benign_service,call,dialogue,benign,0,0,0,0,1,0,0,0,1
Заявка на карту одобрена Получите в отделении пр. Достык 5,normal,benign_service,sms,single_message,benign,1,0,0,0,0,0,0,0,1
Мама это я Дима Попал в аварию нужны деньги на ремонт срочно,fraud,relative_in_trouble,sms,single_message,transfer_request,0,1,1,0,0,0,0,0,2
подано Водитель Иван авто серый время подачи мин,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
"Оператор - Здравствуйте
Клиент - Да
Оператор - Это служба безопасности банка
Оператор - Не называйте никому код
Оператор - Лучше назовите его мне для проверки отмены операции",fraud,bank_impersonation,call,dialogue,unknown,0,0,0,0,1,0,0,0,1
"Специалист - Здравствуйте
Клиент - Да
Специалист - Из поликлиники звонят
Специалист - Анализы готовы
Специалист - Получить результаты можно через регистратуру",normal,medical_or_service,call,dialogue,benign,0,0,0,0,0,0,0,0,0
Это Срочно оплатите за продление сим карты,fraud,sim_block,sms,single_message,transfer_request,0,1,1,0,0,0,0,0,2
Ваш аккаунт социальной сети взломан Войдите и смените пароль срочно,fraud,generic_fraud,sms,single_message,hook,1,0,1,0,0,0,0,0,2
"Оператор - Алло
Ответчик - Слушаю
Оператор - Звоню из отдела безопасности Kaspi Gold
Оператор - Обнаружена утечка ваших данных
Оператор - Для защиты счета немедленно назовите код подтверждения",fraud,bank_impersonation,call,dialogue,transfer_request,1,1,1,0,1,0,0,0,4
Касса возврата НДС Вы получите 50000 тенге Введите данные для зачисления,fraud,generic_fraud,sms,single_message,pressure,0,1,1,1,0,0,0,0,3
Розыгрыш завершен Ваш выигрыш составляет Подтвердите получение по номеру карты,fraud,generic_fraud,sms,single_message,unknown,0,0,0,0,0,0,0,0,0
Ваш номер заблокируют за неактивность Активируйте кодом 1234,fraud,generic_fraud,sms,single_message,unknown,0,0,1,0,0,0,0,0,1
Ваш интернет будет отключен за нарушения Оплатите штраф,fraud,generic_fraud,sms,single_message,transfer_request,0,1,0,1,0,0,0,0,2
Ваши счета под следствием Переведите деньги на защищенный счет,fraud,generic_fraud,sms,single_message,transfer_request,0,1,0,0,0,0,0,0,1
"Звонящий - Алло добрый день
Ответчик - Добрый
Звонящий - Это технический отдел Kaspi
Звонящий - Выявлен вирус пытающийся похитить ваши средства
Звонящий - Установите наше приложение по ссылке для защиты",fraud,bank_impersonation,call,dialogue,hook,1,0,0,1,0,0,0,0,2
Каршеринг завершен Стоимость поездки 200000 тенге,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Запись к стоматологу 20 мая в 09:00 Напоминаем об оплате,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Казпочта Ваше письмо ожидает в отделении 16 до 15 июня,normal,delivery_fee,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Такси подано Водитель Нурлан авто серебристый Hyundai время подачи 11:30 мин,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
"Специалист - Здравствуйте
Клиент - Да
Специалист - Это клиника
Специалист - Напоминаем о записи на прием завтра в 15:30",normal,medical_or_service,call,dialogue,benign,0,0,0,0,0,0,0,0,0
Бабуля это Артем Я попал в больницу нужна помощь 150000 тенге,fraud,relative_in_trouble,sms,single_message,pressure,0,1,1,0,0,0,0,0,2
Напоминаем о задолженности 50000 тенге Погасите для избежания блокировки,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Кто то пытается войти в ваш онлайн Назовите код для блокировки входа Не откладывайте,fraud,generic_fraud,sms,single_message,data_request,1,0,1,0,0,0,0,0,2
Курьер везет ваш заказ Прибудет через 38 минут,normal,delivery_fee,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Лекция Квантовая физика состоится в аудитории Хорошего дня,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Проблема по заявке решена Оцените качество работы специалиста Спасибо за обращение,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Онлайн-запись к нотариусу подтверждена 5 июля в 14:00,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Папа это я Егор Попал в аварию нужны деньги на ремонт,fraud,relative_in_trouble,sms,single_message,unknown,0,0,0,0,0,0,0,0,0
Снятие 10000 тенге в банкомате ул. Абая 10 30 июня 11:30,normal,benign_service,sms,single_message,benign,1,0,0,0,0,0,0,0,1
Зарплата за март поступила на карту Сумма,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Запись на ТО подтверждена 20 мая Автосервис пр. Достык 5,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Коммунальные услуги оплачены 150000 тенге Квитанция на почте,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Тариф изменен на Бизнес Стоимость с,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Занятие по йоге переносится на 1 июля Извините за неудобства,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваш вклад 30000 тенге продлен автоматически Ставка 8%,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
